STATE,STATEABBRV,COUNTY,AVLN_RISKR,CFLD_RISKR,CWAV_RISKR,DRGT_RISKR,ERQK_RISKR,HAIL_RISKR,HWAV_RISKR,HRCN_RISKR,ISTM_RISKR,LNDS_RISKR,LTNG_RISKR,RFLD_RISKR,SWND_RISKR,TRND_RISKR,TSUN_RISKR,VLCN_RISKR,WFIR_RISKR,WNTW_RISKR
Arizona,AZ,Maricopa,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Moderate,Relatively High,Very High,Very Low,Not Applicable,Relatively Moderate,Relatively High,Relatively Moderate,Very High,Relatively Moderate,Not Applicable,Not Applicable,Relatively High,Very Low
Arizona,AZ,Mohave,Not Applicable,Not Applicable,Very Low,Very Low,Relatively Moderate,Very Low,Relatively High,Not Applicable,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively High,Very Low
Arizona,AZ,Navajo,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Very Low,Not Applicable,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Very Low,Very Low,Not Applicable,Not Applicable,Relatively High,Relatively Moderate
Arizona,AZ,Pima,Not Applicable,Not Applicable,Very Low,Relatively High,Relatively Moderate,Very Low,Relatively High,Very Low,Not Applicable,Relatively Moderate,Very High,Relatively High,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively High,Relatively Moderate
Arizona,AZ,Pinal,Not Applicable,Not Applicable,Very Low,Relatively High,Relatively Low,Very Low,Relatively High,Very Low,Not Applicable,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively High,Very Low
Arizona,AZ,Santa Cruz,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,Very Low,Not Applicable,Relatively Low,Relatively High,Relatively Moderate,Very Low,Very Low,Not Applicable,Not Applicable,Relatively Moderate,Very Low
Arizona,AZ,Yavapai,Not Applicable,Not Applicable,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Very High,Very Low,Very Low,Relatively Low,Not Applicable,Not Applicable,Relatively High,Relatively High
Arizona,AZ,Yuma,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Moderate,Very Low,Relatively Moderate,Very Low,Not Applicable,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,No Rating
Arkansas,AR,Arkansas,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Ashley,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Baxter,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Relatively Low,Relatively Low,Relatively Low,Very Low,Very High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively High
Arkansas,AR,Benton,Not Applicable,Not Applicable,Very High,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Very Low,Very High,Relatively Moderate,Relatively High,Relatively Moderate,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Relatively High,Relatively High
Arkansas,AR,Boone,Not Applicable,Not Applicable,Relatively High,No Rating,Relatively Low,Relatively Low,Relatively Low,Very Low,Very High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Arkansas,AR,Bradley,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Arkansas,AR,Calhoun,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Arkansas,AR,Carroll,Not Applicable,Not Applicable,Relatively High,No Rating,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Very High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively High
Arkansas,AR,Chicot,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Clark,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Clay,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Cleburne,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very High,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Cleveland,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Columbia,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Very High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Conway,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively High
Arkansas,AR,Craighead,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively High,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Crawford,Not Applicable,Not Applicable,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively High,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Moderate,Very High
Arkansas,AR,Crittenden,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Cross,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Dallas,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Desha,Not Applicable,Not Applicable,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Drew,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Arkansas,AR,Faulkner,Not Applicable,Not Applicable,Relatively High,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively High,Relatively Moderate,Relatively High,Relatively High,Not Applicable,Not Applicable,Relatively Low,Relatively High
Arkansas,AR,Franklin,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively High
Arkansas,AR,Fulton,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Relatively Low,Very Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Garland,Not Applicable,Not Applicable,Relatively High,No Rating,Relatively Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively Moderate,Relatively Moderate,Relatively High,Relatively Moderate,Relatively High,Relatively High,Not Applicable,Not Applicable,Relatively Low,Very High
Arkansas,AR,Grant,Not Applicable,Not Applicable,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Greene,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Hempstead,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Hot Spring,Not Applicable,Not Applicable,No Rating,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Howard,Not Applicable,Not Applicable,No Rating,No Rating,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Independence,Not Applicable,Not Applicable,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Very High,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Izard,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Jackson,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Jefferson,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Johnson,Not Applicable,Not Applicable,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Very High,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Arkansas,AR,Lafayette,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Lawrence,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Lee,Not Applicable,Not Applicable,No Rating,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Lincoln,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Little River,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Logan,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively High
Arkansas,AR,Lonoke,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Madison,Not Applicable,Not Applicable,Relatively High,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Very High,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Arkansas,AR,Marion,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Very Low,Relatively Low,Very Low,Very High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Miller,Not Applicable,Not Applicable,No Rating,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Very High,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Mississippi,Not Applicable,Not Applicable,No Rating,Relatively High,Relatively Moderate,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Monroe,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Montgomery,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Nevada,Not Applicable,Not Applicable,No Rating,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Newton,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Arkansas,AR,Ouachita,Not Applicable,Not Applicable,No Rating,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Arkansas,AR,Perry,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Arkansas,AR,Phillips,Not Applicable,Not Applicable,No Rating,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
